Date,Costs Affiliate,Costs Paid Search,Costs Radio,Costs TV,Costs OOH,Clicks Facebook,Costs Display
24/09/2019,691.44,12409.81,1842.49,9185.12,0,54,2666.03
25/09/2019,472.68,13447.97,1888.1,9086.03,0,57,2570.48
26/09/2019,412.06,12973.98,2195.13,10128.9,0,57,3583.61
27/09/2019,271.02,11674.79,2130.65,7178.62,0,59,3715.02
28/09/2019,295.14,12531.43,1080.2,8678.84,0,65,3474.01
29/09/2019,381.9,14536.11,663.47,10834.15,0,77,3854.86
30/09/2019,11283.7,15836.16,2290.51,19829.26,0,88,4275.72
01/10/2019,1562.68,14539.11,2043.08,12662.03,0,66,2336.69
02/10/2019,358.92,14060.14,1757.72,7282.74,0,45,3361.65
03/10/2019,306.54,13523.87,1998.34,9986,0,41,2818.39
04/10/2019,466.14,12280.81,1913.59,13775.16,0,51,2806.5
05/10/2019,236.16,11062.73,1116.03,16259.23,0,67,2688.02
06/10/2019,338.64,12866.27,796.1,7752.63,0,53,2777.42
07/10/2019,384.06,14042.44,1609.43,12988.05,0,73,2731.35
08/10/2019,485.7,17051.84,2273.93,15193.54,0,80,3928.73
09/10/2019,482.64,16168.09,1889.53,8885.08,0,52,5597.96
10/10/2019,458.28,15137.68,1977.4,4957.19,0,40,4429.11
11/10/2019,349.62,14361.83,1612.57,7639.15,0,70,4046.74
12/10/2019,307.98,15555.27,1083,369.3,0,64,3942.93
13/10/2019,375.54,16223.82,943.48,0,0,62,3995.99
14/10/2019,595.44,17042.52,0,0,0,60,4076.44
15/10/2019,581.28,12494.11,0,0,0,70,4320.77
16/10/2019,560.94,11761.45,0,0,0,69,5224.58
17/10/2019,447.6,10925.79,0,0,0,72,5237.01
18/10/2019,281.46,10695.45,0,0,0,54,4102.94
19/10/2019,295.56,11090.92,0,0,0,60,3911.34
20/10/2019,297.06,12090.54,0,0,0,44,3974.72
21/10/2019,852.12,13062.42,0,0,0,59,4057.01
22/10/2019,507.96,16419.78,0,0,0,58,3828.25
23/10/2019,472.76,9772.53,0,0,0,59,3708.47
24/10/2019,439.68,10004.72,0,12813.08,0,57,3777.14
25/10/2019,369.12,9583.14,0,11361.35,0,48,3753.57
26/10/2019,349.98,8130.46,0,12471.06,0,43,3179.65
27/10/2019,391.26,10206.27,0,8951.02,0,66,3271.04
28/10/2019,708.72,10752.56,2980.39,9481.78,0,53,3026.19
29/10/2019,609.84,9669.99,2732.39,3715.78,0,48,5154.73
30/10/2019,611.1,8896.87,2387.85,7538.65,0,41,5328.19
31/10/2019,417.84,9020.72,2482.51,3445.1,0,76,4999.57
01/11/2019,3012.34,11405.23,1925.37,6307.1,0,106,4967.78
02/11/2019,141.24,10829.08,1013.94,7880.08,0,93,4913.89
03/11/2019,345.18,12384.9,789.45,8242.5,0,89,5014.62
04/11/2019,1531.18,13164.45,2016.65,9103.87,0,92,4479.23
05/11/2019,441,11617.79,1963.42,11708.21,0,70,4425.49
06/11/2019,682.44,10722.74,1625.51,5590.95,0,44,2891.13
07/11/2019,517.26,10304.38,1812.27,4407.89,0,41,2479.37
08/11/2019,416.28,9434.32,1667.71,7270.5,0,39,2103.11
09/11/2019,165.9,2315.36,946.91,8786.45,0,8,1128.29
10/11/2019,788.04,4509.19,722.9,8830.24,0,0,669.17
11/11/2019,1107.3,13836.85,1614.62,8000.1,0,27,2918.49
12/11/2019,612.66,10904.69,1812.1,7584.77,0,39,2909.51
13/11/2019,703.14,10575.95,1833.93,8472.91,0,37,2306.8
14/11/2019,435.36,10165.77,1731.43,13783.87,0,60,2274.87
15/11/2019,449.76,10007.45,1993.99,4985.8,0,116,3047.94
16/11/2019,503.22,9264.16,1030.19,5880.41,0,131,3077.91
17/11/2019,391.74,10697.65,665.42,7546.16,0,108,3091.4
18/11/2019,387.9,12295.45,0,18.31,0,119,3183.14
19/11/2019,481.98,12793.44,0,0,0,140,3123.97
20/11/2019,412.62,11493.52,0,0,0,159,3117.21
21/11/2019,625.86,12115.01,0,0,0,111,3354.56
22/11/2019,354.78,11360.19,0,0,0,110,3438.62
23/11/2019,193.86,10346.81,0,0,0,117,3707.15
24/11/2019,335.82,11711.39,0,0,0,146,3595.67
25/11/2019,2464.18,13854.02,0,0,0,142,2779.28
26/11/2019,2195.1,15835.77,0,0,0,146,2875.44
27/11/2019,700.92,15962.86,0,0,0,110,3385.46
28/11/2019,875.34,16503.81,0,0,0,130,2015.39
29/11/2019,2821.4,23047.85,0,14276.39,0,447,2269.8
30/11/2019,1126.9,15314.24,0,14458.55,0,694,2896.69
01/12/2019,1540.48,17021.23,0,11301.64,0,783,2188.78
02/12/2019,2334.3,17550.67,0,5070.16,0,138,1969.26
03/12/2019,586.4,11453.22,0,7029.4,0,0,2854.43
04/12/2019,606.78,11224.8,0,13333.02,0,0,3178.27
05/12/2019,355.38,9723.63,0,9461.37,0,6,3369.36
06/12/2019,391.08,9407.93,0,6368.25,0,55,3879.54
07/12/2019,296.58,8406.28,0,6678.11,0,42,3812.62
08/12/2019,376.02,11611.79,0,4967.67,0,62,3862.56
09/12/2019,478.86,11257.72,2757.54,9671.68,0,46,3888.76
10/12/2019,1276.24,10130.74,2223.57,6818.15,0,47,4012.12
11/12/2019,389.16,9377.12,2081.48,7604.42,0,49,4208.52
12/12/2019,553.14,9393.4,2085.15,3758.79,0,33,3908.79
13/12/2019,139.62,8595.34,2196.06,3894.96,0,33,3988.39
14/12/2019,141.84,8782.87,1159.72,10217.72,0,36,3776.94
15/12/2019,337.56,9835.59,892.52,8790.7,0,40,3795.57
16/12/2019,316.44,10619.49,2440.24,8726.94,0,32,3689.92
17/12/2019,390.54,9597.92,2200.82,7746.59,0,48,4875.63
18/12/2019,603.36,8415.47,2346.6,6489.12,0,43,4655.9
19/12/2019,387.84,7610.91,1920.89,4774.19,0,41,4316.91
20/12/2019,505.74,6837.47,2078.14,6594.07,0,40,4394.24
21/12/2019,152.1,6961.96,1015.91,13033.1,0,38,3718.42
22/12/2019,152.76,7542.06,1078.37,9969.37,0,47,3721.41
23/12/2019,466.8,7978.35,2532.45,164.98,0,54,3741.5
24/12/2019,230.76,6822.7,2741.69,0,0,84,4260.95
25/12/2019,259.5,5982.1,0,0,0,70,3607.75
26/12/2019,299.64,5822.14,0,0,0,86,3661.33
27/12/2019,558.06,6852.94,0,0,0,83,3641.69
28/12/2019,454.08,5342.78,0,0,0,93,3310.63
29/12/2019,257.1,5524.8,0,0,0,84,2561.94
30/12/2019,640.32,6440.07,0,0,0,98,2843.81
31/12/2019,296.82,3996.86,0,0,0,20,2900.74
01/01/2020,192.78,4786.32,0,0,0,0,2074.25
02/01/2020,474.66,6694.96,0,0,0,29,4371.02
03/01/2020,347.34,6481.25,0,0,0,19,4489.22
04/01/2020,140.4,4910.34,0,0,0,49,4452.2
05/01/2020,284.76,5449.2,0,0,0,58,6902.66
06/01/2020,405.48,5557.48,0,0,0,68,9262.26
07/01/2020,464.46,5401.5,0,0,0,64,8830.38
08/01/2020,318.78,5440.68,0,0,0,76,4910.46
09/01/2020,596.28,5821.24,0,6587.2,0,58,7192.83
10/01/2020,760.44,5096.87,0,5081.33,0,49,7036.39
11/01/2020,241.44,5610.59,0,4381.72,0,55,7129.12
12/01/2020,243.18,6261.32,0,4978.05,0,72,7027.83
13/01/2020,525.12,7311.39,1653.39,5469.8,0,60,7201.71
14/01/2020,351,6952.48,1737.43,3267.67,0,50,7851.45
15/01/2020,1094.89,8227.03,1642.57,6729.07,0,60,7089.43
16/01/2020,453.66,10271.18,1829.15,4847.36,0,67,5721.65
17/01/2020,465.48,13177.38,1583.26,4041.47,0,59,5105.59
18/01/2020,351.6,12767,827.98,3765.55,0,30,5556.6
19/01/2020,507.78,14085.76,730.98,4568.19,0,57,6020.97
20/01/2020,412.38,12883.75,1563.31,6456.81,0,40,5960.91
21/01/2020,276.3,12847.35,1743.85,9042.29,0,34,7236.25
22/01/2020,399.24,12926.44,1345.07,6304.39,0,27,7192.21
23/01/2020,300.42,12566.49,1816.68,3650.6,0,25,6138.48
24/01/2020,397.92,11393.84,1763.68,5132.21,0,49,5356.45
25/01/2020,177.06,10837.86,801.07,4334.58,0,49,5253.98
26/01/2020,389.64,11112.2,709.51,4103.27,0,58,5236.26
27/01/2020,753.9,11351.54,0,6042.53,0,53,5216.83
28/01/2020,511.26,11049.49,0,6769.44,0,46,6543.9
29/01/2020,336.84,10771.75,0,400,0,35,6738.83
30/01/2020,644.98,10558.59,0,0,0,3,6017.87
31/01/2020,1253.02,8776.84,0,0,0,19,6006.76
01/02/2020,352.14,8242.66,0,0,0,60,4383.67
02/02/2020,307.8,8955.82,0,0,0,73,4635.25
03/02/2020,616.32,8334.57,0,0,0,121,4728.43
04/02/2020,1163.14,8250.76,0,0,0,45,4290.47
05/02/2020,203.88,8228.67,0,0,0,45,4712.99
06/02/2020,333.72,7022.05,0,0,0,47,4561.34
07/02/2020,355.56,6997.79,0,0,0,32,4690.1
08/02/2020,251.58,6851.5,0,0,0,93,4680.63
09/02/2020,340.26,7190.26,0,0,0,93,4589.23
10/02/2020,1721.05,7885.64,0,0,0,82,4474.8
11/02/2020,406.5,10336.99,0,0,0,126,5501.69
12/02/2020,629.76,12450.4,0,0,0,209,6176.05
13/02/2020,217.74,8871.51,1517.97,7882.24,0,108,5599.61
14/02/2020,255.72,6874.63,1377.08,3131.53,0,33,5634.72
15/02/2020,303.42,6711,702.02,4109.61,0,30,5804.25
16/02/2020,264.48,7542.39,575.58,4703.87,0,35,5913.45
17/02/2020,272.1,8955.08,1189.84,5588.55,0,27,5878.94
18/02/2020,3314.34,9084.82,1211.93,5439.99,0,43,6049.32
19/02/2020,379.5,8358.49,1293.95,4511.55,0,25,6067.92
20/02/2020,389.7,7872.41,1256.58,5207.22,0,25,6644.91
21/02/2020,454.68,6023.09,1393.3,5068.16,0,23,6904.13
22/02/2020,307.44,5705.03,638.51,4925.99,0,19,6775.24
23/02/2020,338.76,5862.83,469.81,3258.01,0,25,6672.27
24/02/2020,391.32,6771.19,1320.66,5772.68,0,24,7004.31
25/02/2020,362.28,7050.66,1325.9,4846.38,0,10,7269.63
26/02/2020,397.86,7099.41,1479.37,2418.55,0,22,7201.68
27/02/2020,410.22,7254.76,1237.16,7209.72,0,16,6047.77
28/02/2020,258.36,7032.97,1362.45,2425.63,0,19,6134.96
29/02/2020,347.94,7440.19,647.39,2878.95,0,19,6298.89
01/03/2020,441.96,8740.11,0,5030.35,0,33,5888.31
02/03/2020,573,9990.5,2379.21,1961.62,0,43,6178.9
03/03/2020,610.5,9659.17,2511.2,2413.17,0,72,6130.53
04/03/2020,496.92,9393.67,2220.91,2470.74,0,81,6840.6
05/03/2020,435.72,9114.98,2344.91,400.88,0,112,6583.16
06/03/2020,997.39,9242.89,1971.77,1341.81,0,104,6122.32
07/03/2020,374.28,8254.25,1081.94,3735.61,0,104,5948.56
08/03/2020,372,9370.25,834.8,6163.29,0,95,5809.15
09/03/2020,313.2,9645.35,1984.21,98.49,0,83,3575.77
10/03/2020,342.66,9237.14,2566.88,0,0,94,3648.86
11/03/2020,692.04,8423.46,1979.09,0,0,88,3272.11
12/03/2020,444.18,7491.55,2118.88,0,0,107,3691.12
13/03/2020,226.32,7331.63,1822.09,0,0,91,3824.51
14/03/2020,289.98,6128.13,994.46,0,0,72,3770.91
15/03/2020,220.92,5367.58,687.17,0,0,82,3368.87
16/03/2020,312.72,5197.85,0,0,0,75,3646.03
17/03/2020,544.32,5218.26,0,0,0,80,4913.81
18/03/2020,317.04,5460.1,0,0,0,106,1660.06
19/03/2020,481.38,6235.91,0,0,0,87,2358.46
20/03/2020,339,6445.98,0,0,0,73,2491.88
21/03/2020,237.72,6004.69,0,0,0,82,2644.12
22/03/2020,286.92,6571.48,0,0,0,81,2789.97
23/03/2020,284.94,7100.83,0,0,0,78,2750.12
24/03/2020,448.38,8157.25,0,0,0,87,2745.75
25/03/2020,632.82,8196.53,0,0,0,73,2672.37
26/03/2020,247.14,7939.33,0,0,0,76,2903.45
27/03/2020,506.04,7098.86,0,0,0,95,3249.21
28/03/2020,184.8,6957.14,0,0,0,66,3343.86
29/03/2020,241.08,7705.02,0,0,0,93,3190.47
30/03/2020,461.76,9430.89,0,9141.33,0,108,1535.98
31/03/2020,290.82,8361.69,0,4767.68,0,97,2752.62
01/04/2020,308.34,7654.93,0,7614.38,0,116,3215.27
02/04/2020,305.16,8035.49,0,6923.54,0,107,3171.7
03/04/2020,1101.89,7415.12,1327.61,10310.32,0,96,3106.54
04/04/2020,278.52,6131.3,627.98,5368.5,0,64,3092.98
05/04/2020,244.5,6085.19,539.39,9214.38,0,80,3144.56
06/04/2020,916.63,7274.62,1184.98,3440.57,0,91,3164.86
07/04/2020,232.68,7128.71,1173.9,5806.61,0,78,3005.51
08/04/2020,133.02,7033.79,1145.81,6201.02,0,98,3349.8
09/04/2020,290.58,6736.31,1120.65,4845.69,0,98,3381.45
10/04/2020,199.26,6219.01,1181.07,10056.03,0,71,3282.56
11/04/2020,148.86,5004.89,777.58,8166.58,0,73,3292.33
12/04/2020,179.34,5790.71,498.75,8208.11,0,55,3287.55
13/04/2020,360.72,6486.27,1120.41,5175.96,0,83,3385.23
14/04/2020,287.76,6642.49,1215.52,5532.5,0,82,3334.52
15/04/2020,279.42,6586.33,1183.87,5594.1,0,89,3242.05
16/04/2020,297.3,6405.38,1322.39,3565.23,0,65,3432.67
17/04/2020,207.36,8810.41,1117.49,6206.68,0,75,3434.75
18/04/2020,247.74,10712.62,685.11,12167.46,0,59,3376.77
19/04/2020,477.9,7263.58,499.86,4140.41,0,60,3231.89
20/04/2020,860.58,7279.15,1018.42,2224.51,0,73,3491.74
21/04/2020,716.64,6879.85,957.23,4941.13,0,72,3240.53
22/04/2020,743.1,6744.42,1001.2,4022.99,0,67,3299.02
23/04/2020,2905.4,7169.5,973.52,2464.91,0,73,3268.81
24/04/2020,492.06,8282.79,807.04,6835.46,0,62,3321.49
25/04/2020,613.14,8126.1,422.52,3385.94,0,62,3411.25
26/04/2020,418.62,8323.59,334.73,3588.62,0,53,3357.58
27/04/2020,376.44,9062.41,887.88,3525.56,0,36,3284.22
28/04/2020,663.9,13443.97,844.72,10001.32,0,45,3501.03
29/04/2020,805.32,12785.48,873.43,1805.01,0,39,3286.06
30/04/2020,633.9,12175.37,866.4,4750.51,0,36,3161.3
01/05/2020,529.86,12048.78,1089.65,7.31,0,39,3251.29
02/05/2020,500.58,10110.21,494.52,0,0,36,3246.72
03/05/2020,336.42,10262.81,425.83,0,0,33,3581.32
04/05/2020,405.96,10223.74,0,0,0,60,2854.77
05/05/2020,407.22,8444.44,0,0,0,125,2826.62
06/05/2020,425.7,8640.62,0,0,0,93,2830.74
07/05/2020,845.85,8980.66,0,0,0,73,2920.31
08/05/2020,164.52,7740.14,0,0,0,64,3259.57
09/05/2020,72.24,5978.97,0,0,0,70,3414.83
10/05/2020,192.6,7585.53,0,0,0,74,3451.8
11/05/2020,439.26,9545.8,1180.1,10577.72,0,69,3522.94
12/05/2020,166.17,8603.53,1148.82,10656.46,0,69,3435.1
13/05/2020,555.8,8831.21,1218.17,8003.34,0,74,3474.25
14/05/2020,734.52,8324.61,1018.38,4176.61,0,72,3225.11
15/05/2020,120.15,7020.35,820.39,4124.31,0,54,3210.59
16/05/2020,54.18,7526.56,689.86,4326.79,0,58,3115.36
17/05/2020,162.98,7662.46,450.2,7584.27,0,50,3138.08
18/05/2020,402.43,8912.09,1015.86,4555.66,0,57,2561.94
19/05/2020,1120.94,8805.08,1066.84,5578.85,0,45,2739.77
20/05/2020,294.58,8283.44,815.07,7675.24,0,51,2324.81
21/05/2020,105.32,7497.41,805.16,6594.24,0,38,2512.34
22/05/2020,346.19,8795.22,935.98,9022.28,0,43,2951.97
23/05/2020,231.48,6889.12,604,4570.2,0,40,2881.01
24/05/2020,331.98,8009.43,409.78,11642.32,0,45,2699.27
25/05/2020,651.1,8009.48,851,7058.01,0,63,2955.53
26/05/2020,1488.09,5956.76,912.33,9991.83,0,42,3193.97
27/05/2020,430.45,5203.2,935.12,6778.85,0,40,3507.38
28/05/2020,531.84,5043.73,1071.36,7485.56,0,36,3673.75
29/05/2020,427.04,4858.86,822.12,4976.01,0,33,3806.1
30/05/2020,207.78,4842.06,570.97,4524.34,0,34,4183.94
31/05/2020,400.43,5406.56,329.99,8080.76,0,35,4460.71
01/06/2020,477.79,5850.97,0,374.67,0,53,4584.14
02/06/2020,280.35,4601.77,0,0,0,47,4173.2
03/06/2020,125.84,5536.67,0,0,0,0,3502.93
04/06/2020,356.84,6148.39,0,0,0,52,4755.19
05/06/2020,823.89,5730.47,0,0,0,44,4783.59
06/06/2020,160.2,5021.68,0,0,0,41,4765.95
07/06/2020,237.73,5293.31,0,0,0,54,4637.09
08/06/2020,538.02,5023.82,0,0,0,34,4762.98
09/06/2020,284.55,5218.84,0,0,0,42,4791.71
10/06/2020,277.83,4649.46,0,0,0,45,4852.55
11/06/2020,195.47,3803.04,0,0,0,52,5111.89
12/06/2020,814.14,2638.69,0,0,0,35,4670.6
13/06/2020,234.31,2561.42,0,0,0,40,4679.66
14/06/2020,285.17,3335.03,0,0,0,45,4645.04
15/06/2020,326.41,4314.93,1403.73,0,0,7,4426.33
16/06/2020,376.82,4486.24,1092.93,0,0,0,4250.1
17/06/2020,346.02,4010.91,1028.19,0,0,0,2998.7
18/06/2020,120.22,4168.44,1246,0,0,0,2995.69
19/06/2020,216.21,3668.97,1174.67,0,0,0,3053.67
20/06/2020,140.38,3549.22,763.8,0,0,0,2960.88
21/06/2020,205.16,4139.66,500.87,0,0,0,3134.63
22/06/2020,470.84,5002.71,1089.99,0,0,0,2655.98
23/06/2020,473.65,4816.09,1400.27,0,0,0,2648.81
24/06/2020,344.69,4290.61,1099.57,0,0,0,2814.86
25/06/2020,543.48,4039.37,1132.84,0,0,0,2639.73
26/06/2020,354.74,3876.64,1169.64,0,0,0,2646.11
27/06/2020,283.17,4327.08,800.95,0,0,0,2633.05
28/06/2020,298.85,5220.19,490.07,0,0,0,2507.09
29/06/2020,577.58,5573.08,1430.45,0,0,0,2732.86
30/06/2020,584.43,5832.55,1306.14,0,0,0,2980.06
01/07/2020,598.82,5620.7,856.68,0,0,0,2241.28
02/07/2020,249.13,5025.71,829.29,0,0,0,2402.01
03/07/2020,754.99,4630.77,746.46,0,0,0,2424.05
04/07/2020,267.25,5232.01,406.25,0,0,0,2432.46
05/07/2020,416.04,5686.4,408.58,0,0,0,2416.14
06/07/2020,1484.47,5998.33,0,0,0,0,2853.36
07/07/2020,870.94,6132.28,0,0,0,0,1762.47
08/07/2020,541.94,5808.38,0,0,0,0,2164.36
09/07/2020,219.15,7732.01,0,0,0,0,2662.17
10/07/2020,421.12,7425.73,0,0,0,0,2569.36
11/07/2020,303.91,5850.35,0,0,0,0,2593.99
12/07/2020,274.18,6068.12,0,0,0,0,2664.06
13/07/2020,500.75,6033.16,0,0,0,0,3046.62
14/07/2020,734.85,6202.17,0,0,0,0,3035.97
15/07/2020,196.28,5537.31,0,0,0,0,3078.68
16/07/2020,339.19,5929.21,0,0,0,0,3191.94
17/07/2020,303.2,5516.47,0,0,0,0,3058.57
18/07/2020,235.14,4853.25,0,0,0,0,3022.99
19/07/2020,220,5626.78,0,0,0,0,3117.56
20/07/2020,632.81,7203.77,0,0,0,0,3211.89
21/07/2020,412.58,9114.26,0,0,0,0,3273.29
22/07/2020,1997.94,9560.93,0,0,0,0,3569.43
23/07/2020,414.95,10597.86,962.43,5271.58,0,0,1335.62
24/07/2020,584.59,11595.33,679.34,6640.42,0,0,1572.47
25/07/2020,505.16,10511.65,489.85,5632.07,0,0,1621.15
26/07/2020,373.63,12233.67,292.31,7040.23,0,0,2785.64
27/07/2020,495.49,13831.29,742.24,5539.21,0,0,2365.83
28/07/2020,433,12255.74,780.78,5859.66,0,0,4247.56
29/07/2020,303.8,8137.69,990.65,4234.99,0,0,4393.87
30/07/2020,1065.41,6496.8,747.94,5217.51,0,0,4348.1
31/07/2020,751.07,6522.03,693.76,3222.03,0,0,4313.26
01/08/2020,338.12,6623.9,539.48,5600.62,0,0,4265.42
02/08/2020,388.81,7522.29,486.68,5660.55,0,0,4256.1
03/08/2020,525.36,8702.48,635.17,3947.39,0,0,5372.61
04/08/2020,291.6,7320.03,871.99,5044.75,0,0,5739.75
05/08/2020,452.62,6599.71,899.51,3455.07,0,0,5345.3
06/08/2020,246.32,5783.28,797.76,3468.61,0,0,5433.34
07/08/2020,221.97,5405.82,749.89,3628.2,0,0,6027.23
08/08/2020,110.21,4884.88,436.85,3859.81,0,0,5831
09/08/2020,232.05,4808.02,449.08,6703.11,0,0,6040.02
10/08/2020,691.85,5504.18,0,435.5,0,0,6159.16
11/08/2020,459.87,5223.17,0,0,0,0,6226.21
12/08/2020,823.57,5353.6,0,0,0,0,5761.19
13/08/2020,396.1,5623.93,0,0,0,0,6010.08
14/08/2020,374.91,6489.84,0,0,0,0,5990.28
15/08/2020,112.93,5404.44,0,0,0,0,6405.2
16/08/2020,239.4,6143.88,0,0,0,0,6283.06
17/08/2020,363.89,8059.01,1377.96,11121.11,0,0,6555.84
18/08/2020,747,7488.86,1803.34,7923.45,0,0,6590.18
19/08/2020,682.18,9618.44,1879.35,8073.22,0,0,7042.2
20/08/2020,462.5,8895.87,1787.75,4486.2,0,0,6898.09
21/08/2020,314,8591.01,1594.78,6077.87,0,0,5290.07
22/08/2020,276.65,8461.25,1189.44,9434.56,0,0,5251.45
23/08/2020,279.48,10052.75,885.81,12291.63,0,0,5027.23
24/08/2020,994.47,10478.89,1437.11,9655.81,0,0,5446.44
25/08/2020,2487.01,12046.66,1519.08,5342.98,0,0,7137.66
26/08/2020,375.58,11358.54,1678.55,5667.04,0,0,6614.32
27/08/2020,596,9172.86,1889.46,9709.62,0,0,7230.89
28/08/2020,529.75,8556.47,2046.21,9593.97,0,0,7105.53
29/08/2020,286.76,7507.82,1148.93,8898.47,0,0,6995.23
30/08/2020,450.89,10171.05,744.9,11929.55,0,0,6841.69
31/08/2020,606.93,10696.62,0,16774.93,0,0,7328.87
